Dead,IDP,Returnee,Refugee,Resident,Fleeing from conflict,Date
51900,762900,1151400,352200,1146300,130,2012-10-31 00:00:00
51900,762900,1151400,352200,1146900,130,2012-11-01 00:00:00
51900,763200,1151400,352200,1147200,130,2012-11-02 00:00:00
51900,763200,1152000,351600,1147800,130,2012-11-03 00:00:00
51900,763200,1152000,351600,1148400,130,2012-11-04 00:00:00
51900,763200,1152000,351600,1149000,130,2012-11-05 00:00:00
51900,762900,1152000,351900,1149600,130,2012-11-06 00:00:00
51900,762900,1151700,352200,1150200,130,2012-11-07 00:00:00
51900,768600,1158900,351600,1146900,102,2012-11-08 00:00:00
51900,768000,1157100,353100,1146900,107,2012-11-09 00:00:00
51900,768000,1156200,353700,1147200,109,2012-11-10 00:00:00
51900,768300,1155900,353400,1147200,112,2012-11-11 00:00:00
51900,768300,1154700,354300,1147500,114,2012-11-12 00:00:00
51900,768900,1155300,354000,1147500,113,2012-11-13 00:00:00
51900,768900,1155000,355200,1147800,111,2012-11-14 00:00:00
51900,769800,1154100,354900,1147800,114,2012-11-15 00:00:00
51900,770100,1155300,354600,1148100,111,2012-11-16 00:00:00
51900,770700,1154700,354300,1148400,113,2012-11-17 00:00:00
51900,771000,1154700,354300,1148700,113,2012-11-18 00:00:00
51900,771600,1154100,354900,1148700,113,2012-11-19 00:00:00
51900,773400,1154400,355800,1147500,109,2012-11-20 00:00:00
51900,773700,1154400,355200,1147500,112,2012-11-21 00:00:00
51900,773400,1154400,355500,1148100,112,2012-11-22 00:00:00
51900,773700,1154400,355800,1148100,112,2012-11-23 00:00:00
51900,773400,1154400,356100,1148700,112,2012-11-24 00:00:00
51900,773700,1155000,355800,1149000,111,2012-11-25 00:00:00
51900,774300,1155300,355500,1149000,111,2012-11-26 00:00:00
51900,774000,1155300,355800,1149600,111,2012-11-27 00:00:00
51900,774000,1155300,355800,1150200,111,2012-11-28 00:00:00
51900,774000,1155600,355500,1150800,111,2012-11-29 00:00:00
51900,774300,1155600,355500,1151100,111,2012-11-30 00:00:00
51900,774600,1155600,355800,1151100,111,2012-12-01 00:00:00
51900,774900,1155600,355800,1151400,111,2012-12-02 00:00:00
51900,775500,1155600,355800,1151400,111,2012-12-03 00:00:00
51900,776100,1155600,355800,1151400,111,2012-12-04 00:00:00
51900,776400,1155600,355800,1151700,111,2012-12-05 00:00:00
51900,777000,1155600,355800,1151700,111,2012-12-06 00:00:00
51900,777000,1155600,355800,1152300,111,2012-12-07 00:00:00
51900,777000,1155600,355800,1152900,111,2012-12-08 00:00:00
51900,777000,1155600,355800,1153500,111,2012-12-09 00:00:00
51900,777300,1155600,355800,1153800,111,2012-12-10 00:00:00
51900,777600,1155600,356100,1153800,111,2012-12-11 00:00:00
51900,777600,1155600,356400,1153800,112,2012-12-12 00:00:00
51900,778200,1155900,356100,1154100,111,2012-12-13 00:00:00
51900,778500,1155900,356100,1154100,112,2012-12-14 00:00:00
51900,778500,1155900,356400,1154400,112,2012-12-15 00:00:00
51900,778800,1155900,356400,1155000,111,2012-12-16 00:00:00
51900,778500,1156500,356100,1155300,112,2012-12-17 00:00:00
51900,779100,1156500,356100,1155300,112,2012-12-18 00:00:00
